Scenario_No,Run_No,TT_seg_len,Avg_TT,Avg_TT_CHGV,Max_TT,Max_TT_CHGV,std_TT,std_TT_21,Max_Queue_Len_ramp1,Avg_Queue_Len_ramp1,Std_Queue_ramp1,Max_Queue_Len_freln1,Avg_Queue_freln1,Std_Queue_freln1,Max_Queue_Len_ramp2,Avg_Queue_Len_ramp2,Std_Queue_ramp2,Max_Queue_Len_freln2,Avg_Queue_freln2,Std_Queue_freln2
Scenario41,5,4001.4,44.1595,46.2197,47.3293,52.2592,1.11008,2.16386,433.126,84.6706,82.2236,244.936,37.072,44.2729,60.7099,4.84653,11.9572,173.637,19.0248,43.0143
Scenario42,1,5500.9,60.2708,62.2714,62.9197,67.1988,1.07604,1.78389,449.508,92.736,88.9649,270.415,34.6273,45.0474,86.7317,3.41084,13.5375,172.852,10.5779,35.4821
Scenario42,2,5500.9,60.5889,62.5516,65.2311,68.3445,1.33967,2.59691,238.657,82.8595,68.339,157.205,33.0991,37.8068,51.2697,2.02859,8.18207,569.975,19.3808,87.8501
Scenario42,3,5500.9,60.3371,62.16,64.6504,70.4204,1.3283,2.20942,642.713,117.217,136.31,298.498,43.2622,54.5829,21.486,1.07048,4.51156,224.17,9.3495,37.4953
Scenario42,4,5500.9,60.7726,62.4293,69.2211,77.0664,1.96535,3.0323,541.756,164.781,113.033,335.538,72.4617,74.5919,27.2995,1.4653,5.40093,156.465,11.2884,37.1109
Scenario42,5,5500.9,60.4194,62.7369,64.4065,74.5752,1.22882,2.85195,457.354,86.4585,81.0748,235.304,45.662,54.5079,19.9761,1.02698,4.32988,300.321,10.343,47.2263
Scenario43,1,4001.4,45.6177,47.339,58.5911,62.8016,3.20367,4.12094,328.657,109.767,85.4731,189.288,47.6084,43.8828,106,9.92469,20.4546,589.328,67.3553,129.343
Scenario43,2,4001.4,45.8878,47.9111,51.1391,57.6073,2.15493,3.28823,584.04,120.988,122.797,272.106,52.9366,65.0836,128.426,19.1377,29.5874,521.221,99.8219,135.091
Scenario43,3,4001.4,45.9395,48.0416,59.0255,67.9568,3.2336,4.68796,596.951,145.602,111.794,309.874,60.0092,61.0829,243.319,15.0493,36.8609,753.456,70.9339,143.756
Scenario43,4,4001.4,47.0514,49.6331,62.5167,72.3492,4.25128,5.65575,974.363,206.654,157.431,627.352,103.18,122.388,146.891,15.4687,30.988,754.153,119.147,192.902
Scenario43,5,4001.4,45.8209,48.0603,57.2345,62.7057,3.04948,4.33659,582.098,129.78,118.85,293.247,62.1926,76.7715,77.8487,14.1448,22.0145,708.831,88.0333,135.999
Scenario44,1,5500.9,61.6965,63.9841,72.3621,81.1607,2.55088,3.9593,260.703,108.467,68.5565,470.106,56.6872,79.77,87.122,5.89129,16.9157,331.966,36.0727,85.1787
Scenario44,2,5500.9,61.7099,63.9406,71.7034,78.2343,2.19518,3.46954,477.929,118.773,95.7235,289,45.478,49.1445,34.4259,2.3826,7.17073,251.238,23.9305,61.0824
Scenario44,3,5500.9,61.8722,64.2463,67.5955,74.4288,2.31033,3.17361,633.91,137.151,121.861,310.669,49.0912,55.1248,65.6159,4.81681,11.9053,250.233,39.7357,77.3932
Scenario44,4,5500.9,61.8906,63.7722,70.1765,75.2837,2.46304,3.37518,377.807,158.917,81.4982,232.428,73.4419,55.238,93.9873,5.11083,16.8457,341.594,28.5717,66.6865
Scenario44,5,5500.9,61.6437,63.6374,70.6311,73.1332,2.53531,3.28718,244.966,105.774,67.3563,194.797,48.7416,50.1145,147.775,6.3615,21.6297,510.493,33.9803,91.9007
Scenario45,1,4001.4,43.5369,42.9318,46.1453,46.0842,0.948753,1.60053,241.076,59.1061,58.6475,158.861,26.3721,30.7567,81.9699,1.49036,11.0528,139.506,3.98575,21.4916
Scenario45,2,4001.4,43.7198,43.5755,46.0191,46.7353,0.800444,1.40229,215.862,62.1921,51.3803,128.775,24.7251,29.5717,36.3362,1.52055,6.54879,185.754,6.21824,28.7343
Scenario45,3,4001.4,43.6321,43.4963,45.6912,47.6592,0.753832,1.91648,475.605,59.5589,85.1299,329.683,27.4878,49.4998,33.5341,1.45859,6.23407,166.789,7.34621,28.4226
Scenario45,4,4001.4,43.7317,44.2397,47.3196,53.5245,1.15116,2.52765,249.037,77.2217,67.9952,171.248,36.1175,38.5298,40.884,1.62161,7.06834,191.102,7.75357,30.9365
Scenario45,5,4001.4,43.7235,43.9983,49.6097,52.6921,1.23933,3.08752,410.183,53.7838,68.7984,128.377,21.1136,28.869,23.7639,1.19104,5.01469,153.222,8.48828,31.4678
Scenario46,1,5500.9,59.6916,59.3329,62.6988,68.8302,1.00936,3.03295,230.867,59.9418,62.9961,233.912,25.3395,39.0604,22.9509,0.417289,3.0947,204.964,3.72661,27.6373
Scenario46,2,5500.9,59.8085,59.4001,61.5118,63.4765,0.769938,1.7661,220.146,63.7134,53.4597,117.132,21.8198,27.666,14.6387,0.266158,1.97388,75.846,1.37902,10.2271
Scenario46,3,5500.9,59.9237,59.3155,61.7924,65.7711,0.886969,2.02017,228.428,74.8306,72.1666,161.103,30.0646,39.8692,79.2051,1.44009,10.68,79.049,1.43725,10.659
Scenario46,4,5500.9,59.961,60.1626,63.5209,63.1397,1.12724,1.86021,253.585,82.3083,65.0043,181.405,34.1712,40.1575,48.5488,1.1975,6.90931,118.513,3.59292,19.0476
Scenario46,5,5500.9,59.8679,59.6026,61.6862,67.0315,0.977395,2.22118,292.637,67.6843,64.8684,184.8,31.0171,41.7695,0,0,0,0,0,0
Scenario47,1,4001.4,43.6029,43.6978,46.329,50.2307,0.945694,1.81078,241.838,59.4774,60.8218,162.003,28.176,36.2401,22.4426,0.810794,4.21238,110.087,3.98029,20.679
Scenario47,2,4001.4,43.7061,43.5772,45.9244,47.5179,0.873603,1.3131,236.639,67.586,60.2384,130.024,29.196,31.9599,25.1243,1.26871,5.33995,113.328,8.08971,26.2516
Scenario47,3,4001.4,43.7853,43.7432,47.0866,49.4985,0.909796,1.87502,321.915,73.5706,68.7055,146.674,30.0123,34.046,20.7901,0.378002,2.80334,113.545,3.44484,18.2593
Scenario47,4,4001.4,43.5902,43.7879,46.937,48.98,0.966199,1.7112,241.147,68.8243,62.5171,174.888,34.7659,44.3881,25.6323,1.30017,5.49155,191.102,6.83062,30.872
Scenario47,5,4001.4,43.6038,43.3734,45.2574,48.277,0.842791,1.87696,222.903,56.3452,64.9607,106.464,22.5318,33.683,78.2624,1.80264,10.8716,152.618,8.00283,29.7796
Scenario48,1,5500.9,59.7453,59.8144,64.4541,69.1112,1.17552,2.39081,260.607,65.8657,62.1566,157.336,25.6908,33.1705,0,0,0,0,0,0
Scenario48,2,5500.9,59.7667,59.4743,61.163,63.4765,0.769955,1.60365,212.323,61.7715,51.5902,140.361,22.7795,28.2721,0,0,0,0,0,0
Scenario48,3,5500.9,59.9146,59.3295,61.6318,66.2462,0.852649,1.87845,490.693,78.8706,98.9439,215.578,29.0518,41.4419,0,0,0,0,0,0
Scenario48,4,5500.9,60.0829,60.738,63.5209,68.2436,1.31637,2.27022,272.986,81.5381,64.1385,169.77,35.5937,38.1728,19.908,0.9971,4.1984,239.621,7.94307,37.0666
Scenario48,5,5500.9,59.857,59.7396,62.3772,63.3785,1.00905,2.11619,307.108,70.7299,73.0262,184.8,32.409,45.118,49.7234,0.904062,6.7047,79.4173,1.44395,10.7086
Scenario49,1,4001.4,43.7445,43.8164,48.1617,50.2362,1.21725,1.76884,197.598,53.6766,52.5341,146.364,21.5282,28.6634,81.9699,6.14898,17.2466,216.215,25.6427,50.5881
Scenario49,2,4001.4,43.8928,44.3441,51.9272,57.7841,1.56862,2.53266,161.47,63.5491,53.2772,108.601,28.3392,30.0916,25.6766,2.27452,7.26162,336.306,22.6869,70.6007
Scenario49,3,4001.4,43.591,43.5767,45.4367,45.9493,0.828365,1.1433,324.944,63.3403,70.4202,181.414,25.7883,33.6977,25.4011,1.68568,6.08591,158.68,12.4356,36.4406
Scenario49,4,4001.4,43.8881,44.3457,48.4623,58.3965,1.36381,2.837,281.091,71.0225,66.8498,257.838,33.0709,43.6773,90.1167,6.01993,15.9962,281.787,21.1578,57.6781
Scenario49,5,4001.4,43.598,43.7527,48.6115,56.9214,1.10039,2.38021,234.237,51.646,62.295,124.298,18.3167,29.002,67.2709,2.94033,10.8079,452.629,24.6026,86.7469
Scenario50,1,5500.9,60.2068,60.4714,72.3584,70.2771,2.27058,2.62491,237.177,62.9697,58.1388,229.021,30.1377,41.7164,18.4741,0.63814,3.32008,364.493,12.3195,57.3602
Scenario50,2,5500.9,59.8466,59.8502,61.7243,63.8182,0.900082,1.57381,168.602,63.7013,50.569,149.989,26.4752,30.4767,75.6242,2.3779,10.9081,131.468,7.40667,27.4626
Scenario50,3,5500.9,59.931,60.0408,66.0072,70.6263,1.37611,2.12616,389.333,90.3738,110.495,386.063,42.7143,76.4502,16.3831,0.297874,2.20909,78.1734,2.80298,14.5637
Scenario50,4,5500.9,60.1007,60.8441,66.4293,87.8973,1.58327,4.16417,199.178,85.7349,62.828,181.405,38.0608,37.5393,33.2841,0.899618,4.9546,79.2882,2.84385,14.776
Scenario50,5,5500.9,59.9333,60.1023,63.1856,64.0031,1.10255,2.05212,237.071,73.3878,67.7231,187.729,27.4066,38.023,79.3354,2.15616,11.229,232.369,7.76381,34.5904
Scenario51,1,4001.4,44.4937,44.8637,57.6348,66.2567,2.77413,3.82111,207.912,66.9761,58.2845,125.578,27.0618,31.7433,196.506,10.6297,29.323,500.772,59.3447,117.021
Scenario51,2,4001.4,44.0303,44.4401,55.1267,57.7086,2.12526,3.00591,199.952,67.5792,62.7315,118.265,28.5788,32.0009,111.386,6.85441,17.7912,664.199,55.6326,134.903
Scenario51,3,4001.4,44.1162,44.6599,49.0635,53.016,1.47619,2.05283,493.077,90.7703,87.9491,332.275,38.3199,52.5086,34.3499,4.3577,10.0303,242.975,30.636,63.7044
Scenario51,4,4001.4,43.8717,44.5099,47.0194,49.0168,1.06956,1.63595,215.432,91.7109,59.6047,187.852,48.2458,44.5739,44.3903,2.43012,8.98736,178.412,13.1339,38.2541
Scenario51,5,4001.4,43.9242,44.4629,52.8429,52.1532,1.72057,1.83895,215.156,78.9729,67.281,198.563,33.6597,41.5035,88.9416,7.32634,19.8278,358.359,34.329,78.2836
Scenario52,1,5500.9,60.1707,60.6029,70.5053,73.2762,1.99928,2.72555,239.486,62.6311,60.3338,137.497,27.7524,31.7087,90.4306,2.91061,13.345,493.883,16.5421,71.5167
Scenario52,2,5500.9,60.1145,60.7233,66.8138,73.552,1.32343,2.41486,220.146,76.044,61.1235,106.608,29.7151,31.0698,222.238,6.65857,30.6487,405.672,18.7757,62.9756
Scenario52,3,5500.9,60.57,61.3353,76.5284,86.3662,2.98436,4.05268,311.673,101.16,75.264,274.561,36.0913,45.0016,77.7466,3.63552,12.0619,538.301,40.8737,108.075
Scenario52,4,5500.9,60.1606,60.7329,63.6005,65.8234,1.33024,1.72922,231.014,112.296,62.2234,147.189,46.887,36.8617,19.699,1.32138,4.77442,150.037,7.91947,29.7611
Scenario52,5,5500.9,60.1856,60.8636,67.6283,71.1269,1.82077,2.4328,207.714,81.8191,64.3439,111.497,33.5973,31.5582,78.1257,3.57076,11.9896,315.355,19.893,58.3505
Scenario53,1,4001.4,43.5798,0,45.6573,0,0.877737,0,256.304,60.4855,64.4072,217.349,26.8344,40.5643,43.8951,0.798092,5.91881,78.8968,2.39646,12.6989
Scenario53,2,4001.4,43.68,0,46.0191,0,0.759906,0,145.602,50.9218,47.6953,80.4301,18.381,23.6166,36.4051,0.661911,4.90887,168.041,3.05529,22.6586
Scenario53,3,4001.4,43.8032,0,46.1653,0,0.802341,0,215.071,68.8977,61.7833,145.837,29.6551,33.5124,0,0,0,79.8558,2.86749,14.8986
Scenario53,4,4001.4,43.8115,0,47.3296,0,1.05969,0,219.335,75.1554,62.9997,171.248,32.9286,37.9232,40.884,2.2589,8.31707,191.102,11.658,36.5296
Scenario53,5,4001.4,43.7672,0,49.5874,0,1.22022,0,409.456,58.7236,75.6518,184.688,24.0803,33.1556,23.7639,0.811353,4.22444,153.222,8.46315,31.4127
Scenario54,1,5500.9,59.8852,0,63.5395,0,1.23102,0,226.168,64.132,59.887,173.854,29.6958,40.5331,27.837,0.506127,3.75354,76.4693,1.39035,10.3111
Scenario54,2,5500.9,59.9061,0,61.3191,0,0.739158,0,220.146,60.6105,51.5493,144.716,23.1612,26.6006,22.5015,1.09261,4.61223,135.403,5.85017,25.1443
Scenario54,3,5500.9,59.9091,0,62.7692,0,0.8891,0,333.277,77.3675,80.4406,176.177,34.086,46.6763,0,0,0,0,0,0
Scenario54,4,5500.9,59.8628,0,63.5209,0,1.07075,0,221.178,76.2335,64.3321,135.574,33.5606,31.5265,19.3571,0.351947,2.61011,80.0107,1.45474,10.7886
Scenario54,5,5500.9,59.8892,0,61.764,0,0.922928,0,310.803,66.8729,66.7641,153.211,27.7314,34.0371,30.5404,0.555279,4.11806,124.779,2.26871,16.8252
Scenario55,1,4000.49,43.6028,44.7175,50.4113,57.465,1.41858,3.24556,-1000,-1000,-1000,-1000,-1000,-1000,405.609,37.914,91.9824,267.217,30.2156,61.9879
Scenario55,2,4000.49,44.031,44.8813,54.5022,56.5393,2.16741,3.57018,-1000,-1000,-1000,-1000,-1000,-1000,217.737,27.9667,57.4503,425.722,48.1107,79.992
Scenario55,3,4000.49,43.9999,44.4218,53.4033,50.7074,1.95882,1.85895,-1000,-1000,-1000,-1000,-1000,-1000,206.069,34.4773,61.5708,250.759,41.3917,66.1159
Scenario55,4,4000.49,45.159,46.0671,61.7053,57.8035,3.85743,4.14524,-1000,-1000,-1000,-1000,-1000,-1000,170.01,32.4607,50.2508,444.591,96.5349,111.023
Scenario55,5,4000.49,44.8076,46.1363,68.2624,60.8388,3.90814,4.04449,-1000,-1000,-1000,-1000,-1000,-1000,396.838,75.6107,102.271,564.741,82.6992,116.223
Scenario56,1,5500.36,59.3343,60.1555,62.197,64.4069,0.996681,1.81353,-1000,-1000,-1000,-1000,-1000,-1000,0,0,0,0,0,0
Scenario56,2,5500.36,59.5851,60.3509,66.2179,68.6999,1.19498,2.80351,-1000,-1000,-1000,-1000,-1000,-1000,57.9409,1.51234,8.46377,237.816,7.63582,36.0829
Scenario56,3,5500.36,59.3153,60.2806,61.1119,64.6005,0.899893,1.95348,-1000,-1000,-1000,-1000,-1000,-1000,20.2681,0.712301,3.7029,127.147,5.27406,22.7403
Scenario56,4,5500.36,59.8355,61.1048,70.0705,80.6315,2.18482,4.18473,-1000,-1000,-1000,-1000,-1000,-1000,26.6935,0.95222,4.948,410.934,11.58,62.7388
Scenario56,5,5500.36,59.6343,60.5639,63.1371,66.1832,1.0158,2.10434,-1000,-1000,-1000,-1000,-1000,-1000,22.2425,0.801201,4.16264,232.219,11.975,46.1914
Scenario57,1,4000.49,43.6893,45.1076,48.8712,59.1714,1.44096,3.11984,-1000,-1000,-1000,-1000,-1000,-1000,326.091,36.371,82.6405,319.402,34.7732,70.6854
Scenario57,2,4000.49,43.9576,44.9551,50.2536,58.0403,1.47836,2.68053,-1000,-1000,-1000,-1000,-1000,-1000,264.46,45.1613,74.9895,336.816,58.0194,73.5411
Scenario57,3,4000.49,44.0653,45.1645,54.2731,55.693,1.90178,2.6322,-1000,-1000,-1000,-1000,-1000,-1000,268.427,30.8411,60.1448,280.396,46.8299,69.0661
Scenario57,4,4000.49,44.1555,45.7043,59.3758,71.2977,2.6257,5.21923,-1000,-1000,-1000,-1000,-1000,-1000,374.363,34.4372,73.4824,398.899,58.8487,95.0392
Scenario57,5,4000.49,44.5387,45.7175,56.9976,67.281,2.78879,4.15141,-1000,-1000,-1000,-1000,-1000,-1000,321.705,67.2423,96.5894,286.991,65.0785,79.9836
Scenario58,1,5500.36,59.5319,60.6977,64.5345,65.8114,1.21731,1.73556,-1000,-1000,-1000,-1000,-1000,-1000,26.0689,0.47398,3.51513,208.824,7.22525,37.5876
Scenario58,2,5500.36,59.5106,60.3083,61.4296,64.7118,0.796676,1.92216,-1000,-1000,-1000,-1000,-1000,-1000,0,0,0,0,0,0
Scenario58,3,5500.36,59.5566,60.5596,70.2917,66.5399,1.73824,1.88078,-1000,-1000,-1000,-1000,-1000,-1000,24.8121,1.16442,4.92839,273.896,14.3006,51.3849
Scenario58,4,5500.36,59.3927,60.007,61.3216,65.2607,0.962298,1.80344,-1000,-1000,-1000,-1000,-1000,-1000,19.7908,0.359833,2.66859,78.6693,1.43035,10.6078
Scenario58,5,5500.36,59.5581,60.5633,61.5933,66.1832,0.938131,2.24256,-1000,-1000,-1000,-1000,-1000,-1000,189.536,3.89642,25.7129,207.056,10.2505,39.0404
Scenario59,1,4000.49,44.4864,45.8522,53.0013,58.0454,2.42518,3.77534,-1000,-1000,-1000,-1000,-1000,-1000,365.811,42.2233,90.9311,319.402,72.5448,97.9409
Scenario59,2,4000.49,44.5472,45.8804,58.2027,70.1659,3.11089,5.02859,-1000,-1000,-1000,-1000,-1000,-1000,278.709,52.0528,72.5545,408.713,67.43,86.8256
Scenario59,3,4000.49,45.197,46.4786,56.5934,59.4637,3.27478,4.52538,-1000,-1000,-1000,-1000,-1000,-1000,419.97,85.1153,126.004,390.268,94.4409,114.658
Scenario59,4,4000.49,45.86,47.2984,69.2154,70.6776,5.54683,6.89951,-1000,-1000,-1000,-1000,-1000,-1000,322.179,58.7965,79.9294,568.713,122.113,158.178
Scenario59,5,4000.49,44.3384,46.0683,54.5546,57.7425,1.99446,3.52773,-1000,-1000,-1000,-1000,-1000,-1000,461.603,81.0188,107.077,286.991,72.0084,81.2901
Scenario60,1,5500.36,59.7145,60.6541,64.9824,67.3419,1.55249,2.34323,-1000,-1000,-1000,-1000,-1000,-1000,403.566,16.4119,70.3244,328.288,20.4554,62.909
