Scenario_No,Run_No,dc_Avg_spd,dc_min_spd,pos,lane
Scenario38,1,63.6535,61.1112,500,2
Scenario38,1,59.945,55.0708,1000,1
Scenario38,1,61.7805,56.4397,1000,2
Scenario38,1,61.9921,57.9161,1500,1
Scenario38,1,63.5636,60.9263,1500,2
Scenario38,1,62.5964,60.8201,2000,1
Scenario38,1,64.0581,61.8303,2000,2
Scenario38,1,61.7494,58.8069,2500,1
Scenario38,1,64.0397,61.5392,2500,2
Scenario38,1,61.5756,51.8868,3000,1
Scenario38,1,63.8068,57.8342,3000,2
Scenario38,1,62.6678,57.0923,3500,1
Scenario38,1,63.0522,57.0069,3500,2
Scenario38,1,62.9079,56.8825,4000,1
Scenario38,1,62.8074,58.0531,4000,2
Scenario38,1,63.1846,56.2986,4500,1
Scenario38,1,63.099,54.924,4500,2
Scenario38,2,64.0163,62.2072,0,1
Scenario38,2,64.0258,61.3378,0,2
Scenario38,2,62.3999,59.0309,500,1
Scenario38,2,63.2424,59.7544,500,2
Scenario38,2,60.1744,54.8775,1000,1
Scenario38,2,61.3974,56.0357,1000,2
Scenario38,2,61.9924,59.2697,1500,1
Scenario38,2,63.5465,60.6151,1500,2
Scenario38,2,62.6134,59.8842,2000,1
Scenario38,2,63.9694,61.7625,2000,2
Scenario38,2,61.836,58.5057,2500,1
Scenario38,2,64.019,61.6865,2500,2
Scenario38,2,62.1776,56.3135,3000,1
Scenario38,2,63.938,61.0561,3000,2
Scenario38,2,62.9188,59.6783,3500,1
Scenario38,2,63.1725,59.8765,3500,2
Scenario38,2,63.021,59.954,4000,1
Scenario38,2,63.0447,59.4419,4000,2
Scenario38,2,63.2449,60.165,4500,1
Scenario38,2,63.3081,60.6094,4500,2
Scenario38,3,63.9782,61.294,0,1
Scenario38,3,64.29,61.0951,0,2
Scenario38,3,62.0568,52.7383,500,1
Scenario38,3,63.5241,57.6161,500,2
Scenario38,3,59.0304,34.0887,1000,1
Scenario38,3,60.9953,44.5318,1000,2
Scenario38,3,61.6611,55.6875,1500,1
Scenario38,3,62.8407,53.5286,1500,2
Scenario38,3,62.5093,59.5063,2000,1
Scenario38,3,63.4122,53.6077,2000,2
Scenario38,3,61.566,58.4152,2500,1
Scenario38,3,63.5167,56.0597,2500,2
Scenario38,3,61.3334,46.3914,3000,1
Scenario38,3,63.4999,48.0158,3000,2
Scenario38,3,62.4704,52.3379,3500,1
Scenario38,3,63.1706,57.1324,3500,2
Scenario38,3,63.1013,58.2378,4000,1
Scenario38,3,62.9621,60.5063,4000,2
Scenario38,3,63.3386,59.7136,4500,1
Scenario38,3,63.3489,60.2312,4500,2
Scenario38,4,64.1692,61.7047,0,1
Scenario38,4,64.3288,62.7758,0,2
Scenario38,4,62.1539,59.2308,500,1
Scenario38,4,63.3759,61.2324,500,2
Scenario38,4,58.956,51.5032,1000,1
Scenario38,4,60.4036,53.0054,1000,2
Scenario38,4,61.4557,56.1863,1500,1
Scenario38,4,62.9125,56.2083,1500,2
Scenario38,4,62.414,58.7638,2000,1
Scenario38,4,63.5127,58.6489,2000,2
Scenario38,4,61.8385,59.9137,2500,1
Scenario38,4,63.6903,60.4625,2500,2
Scenario38,4,62.0007,56.1345,3000,1
Scenario38,4,63.6916,61.5395,3000,2
Scenario38,4,62.8209,57.4271,3500,1
Scenario38,4,63.0009,60.0924,3500,2
Scenario38,4,63.0038,58.8031,4000,1
Scenario38,4,62.546,57.1527,4000,2
Scenario38,4,63.2529,59.1713,4500,1
Scenario38,4,62.8808,57.8029,4500,2
Scenario38,5,64.0467,61.6821,0,1
Scenario38,5,64.0929,61.7526,0,2
Scenario38,5,62.3924,58.8981,500,1
Scenario38,5,63.2476,58.5548,500,2
Scenario38,5,60.0049,50.5331,1000,1
Scenario38,5,61.0063,53.7204,1000,2
Scenario38,5,61.916,59.2047,1500,1
Scenario38,5,63.1365,58.3888,1500,2
Scenario38,5,62.558,60.1755,2000,1
Scenario38,5,63.7405,60.5837,2000,2
Scenario38,5,61.7958,59.1751,2500,1
Scenario38,5,63.7788,61.0932,2500,2
Scenario38,5,61.9462,57.0193,3000,1
Scenario38,5,63.5942,61.3138,3000,2
Scenario38,5,62.9336,59.288,3500,1
Scenario38,5,63.0225,60.2585,3500,2
Scenario38,5,63.2662,60.3715,4000,1
Scenario38,5,62.8604,60.3745,4000,2
Scenario38,5,63.4818,59.8616,4500,1
Scenario38,5,63.2296,59.4976,4500,2
Scenario39,1,62.9129,60.1821,0,1
Scenario39,1,64.38,61.2022,0,2
Scenario39,1,62.0103,59.2215,500,1
Scenario39,1,63.5141,59.7334,500,2
Scenario39,1,59.1899,52.6742,1000,1
Scenario39,1,60.4325,52.9677,1000,2
Scenario39,1,59.963,43.9949,1500,1
Scenario39,1,62.3376,45.1558,1500,2
Scenario39,1,62.2785,53.6299,2000,1
Scenario39,1,62.5439,51.053,2000,2
Scenario39,1,62.976,54.9108,2500,1
Scenario39,1,62.7099,55.8216,2500,2
Scenario39,2,62.841,59.6026,0,1
Scenario39,2,64.1743,60.5506,0,2
Scenario39,2,62.107,59.6904,500,1
Scenario39,2,63.147,59.2104,500,2
Scenario39,2,59.0409,52.9563,1000,1
Scenario39,2,60.8377,54.2371,1000,2
Scenario39,2,60.218,43.5152,1500,1
Scenario39,2,62.7729,45.1998,1500,2
Scenario39,2,62.4916,55.971,2000,1
Scenario39,2,62.7892,54.6665,2000,2
Scenario39,2,63.0122,57.0171,2500,1
Scenario39,2,63.0306,58.6643,2500,2
Scenario39,3,62.8311,59.0242,0,1
Scenario39,3,64.4158,61.0124,0,2
Scenario39,3,61.92,58.577,500,1
Scenario39,3,63.7622,60.9887,500,2
Scenario39,3,59.0834,52.2007,1000,1
Scenario39,3,60.8137,52.5099,1000,2
Scenario39,3,60.1709,45.0652,1500,1
Scenario39,3,62.5705,50.2433,1500,2
Scenario39,3,62.1038,50.4267,2000,1
Scenario39,3,62.5955,55.6069,2000,2
Scenario39,3,62.785,54.3439,2500,1
Scenario39,3,62.7211,55.9265,2500,2
Scenario39,4,63.1573,59.1561,0,1
Scenario39,4,64.6188,62.4309,0,2
Scenario39,4,61.7215,56.4735,500,1
Scenario39,4,63.5334,60.4611,500,2
Scenario39,4,58.1853,50.5723,1000,1
Scenario39,4,59.7643,50.2021,1000,2
Scenario39,4,59.6954,36.7804,1500,1
Scenario39,4,62.6973,57.9565,1500,2
Scenario39,4,62.4128,52.965,2000,1
Scenario39,4,63.0091,58.386,2000,2
Scenario39,4,62.9832,53.7013,2500,1
Scenario39,4,63.0461,57.2729,2500,2
Scenario39,5,62.6995,56.512,0,1
Scenario39,5,64.3595,61.9084,0,2
Scenario39,5,61.828,58.1822,500,1
Scenario39,5,63.6797,61.4097,500,2
Scenario39,5,59.2549,55.733,1000,1
Scenario39,5,60.8572,55.5378,1000,2
Scenario39,5,60.9548,53.2674,1500,1
Scenario39,5,63.0181,58.1753,1500,2
Scenario39,5,62.6396,58.8622,2000,1
Scenario39,5,62.9341,58.3883,2000,2
Scenario39,5,63.2079,59.5095,2500,1
Scenario39,5,62.9697,54.0321,2500,2
Scenario40,1,64.1435,61.8407,0,1
Scenario40,1,64.1916,62.2734,0,2
Scenario40,1,62.2068,56.0319,500,1
Scenario40,1,63.3425,59.8922,500,2
Scenario40,1,59.5483,50.1978,1000,1
Scenario40,1,61.1279,51.9753,1000,2
Scenario40,1,61.659,57.8253,1500,1
Scenario40,1,63.283,57.0996,1500,2
Scenario40,1,62.4306,59.4104,2000,1
Scenario40,1,63.9618,59.4557,2000,2
Scenario40,1,61.6501,59.0095,2500,1
Scenario40,1,63.9822,59.9532,2500,2
Scenario40,1,61.1553,50.7792,3000,1
Scenario40,1,63.7142,57.9709,3000,2
Scenario40,1,62.3944,57.0923,3500,1
Scenario40,1,63.1835,57.3726,3500,2
Scenario40,1,62.6902,56.8825,4000,1
Scenario40,1,63.0061,59.6271,4000,2
Scenario40,1,62.9372,57.1744,4500,1
Scenario40,1,63.2079,55.7689,4500,2
Scenario40,2,63.9555,61.3433,0,1
Scenario40,2,63.9346,61.6932,0,2
Scenario40,2,62.2945,59.3132,500,1
Scenario40,2,63.0573,59.6505,500,2
Scenario40,2,59.8732,54.9746,1000,1
Scenario40,2,61.1454,53.9796,1000,2
Scenario40,2,61.691,58.2382,1500,1
Scenario40,2,63.4582,59.7583,1500,2
Scenario40,2,62.3812,58.406,2000,1
Scenario40,2,63.916,59.5097,2000,2
Scenario40,2,61.6997,56.8773,2500,1
Scenario40,2,64.0047,61.733,2500,2
Scenario40,2,61.8375,57.7882,3000,1
Scenario40,2,63.8998,61.6062,3000,2
Scenario40,2,62.7766,59.6773,3500,1
Scenario40,2,63.2302,59.8765,3500,2
Scenario40,2,63.0501,59.954,4000,1
Scenario40,2,63.0214,59.4419,4000,2
Scenario40,2,63.2365,61.0241,4500,1
Scenario40,2,63.3374,60.8128,4500,2
Scenario40,3,63.994,61.294,0,1
Scenario40,3,64.19,61.0951,0,2
Scenario40,3,62.2197,59.2335,500,1
Scenario40,3,63.1903,59.9115,500,2
Scenario40,3,59.3731,48.8943,1000,1
Scenario40,3,60.8318,49.3479,1000,2
Scenario40,3,61.5651,52.1527,1500,1
Scenario40,3,62.6405,49.8189,1500,2
Scenario40,3,62.2417,53.3874,2000,1
Scenario40,3,63.219,50.4039,2000,2
Scenario40,3,61.3885,51.4048,2500,1
Scenario40,3,63.3003,52.0036,2500,2
Scenario40,3,61.0527,47.2609,3000,1
Scenario40,3,63.325,51.9086,3000,2
Scenario40,3,62.2808,54.5561,3500,1
Scenario40,3,62.7489,53.9998,3500,2
Scenario40,3,62.5962,59.5186,4000,1
Scenario40,3,62.7652,56.923,4000,2
Scenario40,3,62.973,59.6956,4500,1
Scenario40,3,63.1853,60.1201,4500,2
Scenario40,4,64.2132,61.809,0,1
Scenario40,4,64.3996,62.5224,0,2
Scenario40,4,62.1613,59.1392,500,1
Scenario40,4,63.4375,61.0227,500,2
Scenario40,4,58.939,51.5032,1000,1
Scenario40,4,60.2641,54.005,1000,2
Scenario40,4,61.1964,52.4407,1500,1
Scenario40,4,62.9127,56.2083,1500,2
Scenario40,4,62.1246,55.2582,2000,1
Scenario40,4,63.659,58.6489,2000,2
Scenario40,4,61.4537,56.8087,2500,1
Scenario40,4,63.7697,60.4625,2500,2
Scenario40,4,60.846,50.1236,3000,1
Scenario40,4,63.3991,56.7517,3000,2
Scenario40,4,62.2535,53.9573,3500,1
Scenario40,4,62.8027,53.6781,3500,2
Scenario40,4,62.7335,57.197,4000,1
Scenario40,4,62.5405,55.6408,4000,2
Scenario40,4,63.0992,58.5239,4500,1
Scenario40,4,62.9286,57.3399,4500,2
Scenario40,5,63.9866,61.8222,0,1
Scenario40,5,64.1842,62.0321,0,2
Scenario40,5,62.3445,58.6659,500,1
Scenario40,5,63.2911,59.0334,500,2
Scenario40,5,59.4933,49.8774,1000,1
Scenario40,5,60.8427,50.9969,1000,2
Scenario40,5,61.4698,57.2871,1500,1
Scenario40,5,63.1913,57.7015,1500,2
Scenario40,5,62.2208,56.7552,2000,1
Scenario40,5,63.8194,60.1939,2000,2
Scenario40,5,61.5509,54.5995,2500,1
Scenario40,5,63.869,60.6072,2500,2
Scenario40,5,61.632,51.3202,3000,1
Scenario40,5,63.7702,60.7603,3000,2
Scenario40,5,62.5893,57.5733,3500,1
Scenario40,5,63.1397,59.399,3500,2
Scenario40,5,62.8359,57.2728,4000,1
Scenario40,5,62.9969,59.7956,4000,2
Scenario40,5,63.124,56.734,4500,1
Scenario40,5,63.3499,59.2516,4500,2
Scenario41,1,62.7444,57.6879,0,1
Scenario41,1,64.4166,61.2493,0,2
Scenario41,1,61.3188,53.091,500,1
Scenario41,1,63.2355,58.9193,500,2
Scenario41,1,57.9965,45.809,1000,1
Scenario41,1,59.3826,48.5388,1000,2
Scenario41,1,58.7151,40.8882,1500,1
Scenario41,1,62.2281,44.1333,1500,2
Scenario41,1,61.3823,42.8211,2000,1
Scenario41,1,62.6106,46.0144,2000,2
Scenario41,1,62.1582,45.7144,2500,1
Scenario41,1,62.8476,47.2093,2500,2
Scenario41,2,62.4941,59.0425,0,1
Scenario41,2,64.3128,60.3754,0,2
Scenario41,2,61.4105,46.7547,500,1
Scenario41,2,62.9488,56.2572,500,2
Scenario41,2,58.1824,44.6048,1000,1
Scenario41,2,59.2579,47.3692,1000,2
Scenario41,2,58.1224,35.5249,1500,1
Scenario41,2,61.5166,36.3233,1500,2
Scenario41,2,61.3146,43.8975,2000,1
Scenario41,2,62.5023,49.1384,2000,2
Scenario41,2,62.3473,50.9412,2500,1
Scenario41,2,62.7433,54.7656,2500,2
Scenario41,3,62.7615,58.4603,0,1
Scenario41,3,64.6114,61.6006,0,2
Scenario41,3,61.1989,49.6549,500,1
Scenario41,3,63.13,50.4731,500,2
Scenario41,3,57.6943,41.3345,1000,1
Scenario41,3,58.6706,40.4893,1000,2
Scenario41,3,58.8505,35.8747,1500,1
Scenario41,3,61.8281,42.7916,1500,2
Scenario41,3,61.5295,43.4197,2000,1
Scenario41,3,62.5655,45.7368,2000,2
Scenario41,3,62.5944,48.9532,2500,1
Scenario41,3,62.8899,54.6258,2500,2
Scenario41,4,62.8979,59.1561,0,1
Scenario41,4,64.4955,61.252,0,2
Scenario41,4,60.8809,52.9766,500,1
Scenario41,4,63.0791,56.4105,500,2
Scenario41,4,56.576,41.1093,1000,1
Scenario41,4,57.8356,45.9637,1000,2
Scenario41,4,57.8744,28.4927,1500,1
Scenario41,4,61.3121,35.4422,1500,2
Scenario41,4,61.3127,45.3203,2000,1
Scenario41,4,62.3656,45.0231,2000,2
Scenario41,4,62.2981,51.8982,2500,1
Scenario41,4,62.8662,53.0066,2500,2
Scenario41,5,62.4448,54.9704,0,1
Scenario41,5,64.4101,55.5281,0,2
Scenario41,5,61.2684,55.6774,500,1
Scenario41,5,63.4253,56.6464,500,2
Scenario41,5,58.0174,51.7418,1000,1
Scenario41,5,59.7876,49.0977,1000,2
Scenario41,5,59.1418,48.1907,1500,1
Scenario41,5,62.6898,56.8335,1500,2
Scenario41,5,61.741,52.3149,2000,1
Scenario41,5,63.0569,59.5781,2000,2
Scenario41,5,62.6419,54.8141,2500,1
Scenario41,5,63.3129,60.0977,2500,2
Scenario42,1,64.1572,62.0674,0,1
Scenario42,1,64.304,61.7044,0,2
Scenario42,1,62.0974,57.0971,500,1
Scenario42,1,63.1777,59.5149,500,2
Scenario42,1,59.2806,46.4988,1000,1
Scenario42,1,60.2468,48.429,1000,2
Scenario42,1,61.2473,56.6944,1500,1
Scenario42,1,63.3701,60.1497,1500,2
Scenario42,1,62.0654,57.6601,2000,1
Scenario42,1,64.129,62.2968,2000,2
Scenario42,1,61.3938,58.6587,2500,1
Scenario42,1,64.1081,61.5629,2500,2
Scenario42,1,60.4475,50.7792,3000,1
Scenario42,1,63.9192,58.8891,3000,2
Scenario42,1,61.8597,58.6715,3500,1
Scenario42,1,63.3478,60.0083,3500,2
Scenario42,1,62.3696,59.0645,4000,1
Scenario42,1,63.0045,59.6271,4000,2
Scenario42,1,62.7671,58.9408,4500,1
Scenario42,1,63.2826,60.3107,4500,2
Scenario42,2,64.0085,61.1873,0,1
Scenario42,2,64.0933,62.3493,0,2
Scenario42,2,62.011,56.1911,500,1
Scenario42,2,63.0736,59.6505,500,2
Scenario42,2,59.295,51.4377,1000,1
Scenario42,2,60.2554,48.6885,1000,2
Scenario42,2,61.1044,55.8161,1500,1
Scenario42,2,63.3363,59.7367,1500,2
Scenario42,2,61.9998,55.9972,2000,1
Scenario42,2,63.9589,61.9555,2000,2
Scenario42,2,61.0842,52.0171,2500,1
Scenario42,2,63.9258,57.5492,2500,2
Scenario42,2,60.5183,41.2285,3000,1
Scenario42,2,63.6451,50.5122,3000,2
Scenario42,2,61.7645,51.9907,3500,1
Scenario42,2,63.1581,59.5641,3500,2
Scenario42,2,62.485,56.7704,4000,1
Scenario42,2,63.0088,59.2001,4000,2
Scenario42,2,62.9576,58.2709,4500,1
Scenario42,2,63.2819,56.8842,4500,2
Scenario42,3,64.0179,60.8993,0,1
Scenario42,3,64.3498,62.2303,0,2
Scenario42,3,62.0162,54.8774,500,1
Scenario42,3,63.0833,55.1856,500,2
Scenario42,3,59.1443,46.5088,1000,1
Scenario42,3,60.0418,45.4299,1000,2
Scenario42,3,61.3192,54.0558,1500,1
Scenario42,3,62.9289,56.1877,1500,2
Scenario42,3,62.1185,55.2981,2000,1
Scenario42,3,63.7088,58.4388,2000,2
Scenario42,3,61.2881,57.1129,2500,1
Scenario42,3,63.7543,59.3002,2500,2
Scenario42,3,60.1721,51.6026,3000,1
Scenario42,3,63.6779,56.9387,3000,2
Scenario42,3,61.7137,57.9653,3500,1
Scenario42,3,63.2682,60.7825,3500,2
Scenario42,3,62.456,59.2018,4000,1
Scenario42,3,63.2098,60.0604,4000,2
Scenario42,3,63.0065,58.9649,4500,1
Scenario42,3,63.5051,60.05,4500,2
Scenario42,4,64.0871,61.8471,0,1
Scenario42,4,64.1985,62.047,0,2
Scenario42,4,61.2298,50.8401,500,1
Scenario42,4,62.725,58.1398,500,2
Scenario42,4,57.4406,45.2411,1000,1
Scenario42,4,58.0503,46.6608,1000,2
Scenario42,4,60.8255,52.0353,1500,1
Scenario42,4,62.3257,48.2023,1500,2
Scenario42,4,62.0452,52.4643,2000,1
Scenario42,4,63.4585,52.1967,2000,2
Scenario42,4,61.4396,56.4511,2500,1
Scenario42,4,63.6291,55.0191,2500,2
Scenario42,4,60.4154,44.2728,3000,1
Scenario42,4,63.3202,47.239,3000,2
Scenario42,4,61.8538,53.1529,3500,1
Scenario42,4,63.0077,57.6609,3500,2
Scenario42,4,62.4875,55.6836,4000,1
Scenario42,4,62.7612,56.6756,4000,2
Scenario42,4,63.2305,57.5407,4500,1
Scenario42,4,63.1038,59.382,4500,2
Scenario42,5,63.8791,61.074,0,1
Scenario42,5,64.2486,62.0321,0,2
Scenario42,5,62.0079,58.4765,500,1
Scenario42,5,63.2016,59.0903,500,2
Scenario42,5,58.8091,51.215,1000,1
Scenario42,5,60.06,49.6538,1000,2
Scenario42,5,60.8706,54.9259,1500,1
Scenario42,5,63.1594,56.5289,1500,2
Scenario42,5,61.7989,56.3896,2000,1
Scenario42,5,63.9558,60.9428,2000,2
Scenario42,5,61.1171,57.1891,2500,1
Scenario42,5,64.0564,61.3011,2500,2
Scenario42,5,60.0759,40.7944,3000,1
Scenario42,5,63.8781,57.2837,3000,2
Scenario42,5,61.6793,46.6039,3500,1
Scenario42,5,63.252,57.1409,3500,2
Scenario42,5,62.2437,52.0603,4000,1
Scenario42,5,63.1531,59.7195,4000,2
Scenario42,5,62.7511,53.5649,4500,1
Scenario42,5,63.6212,60.9156,4500,2
Scenario43,1,62.5289,57.3192,0,1
Scenario43,1,64.5813,58.8164,0,2
Scenario43,1,60.8256,55.1725,500,1
Scenario43,1,63.4522,59.2655,500,2
Scenario43,1,56.6967,48.7062,1000,1
Scenario43,1,57.7702,47.171,1000,2
Scenario43,1,55.4613,29.4256,1500,1
Scenario43,1,60.5462,24.7293,1500,2
Scenario43,1,59.1962,44.2487,2000,1
Scenario43,1,62.967,51.1889,2000,2
Scenario43,1,60.6655,51.055,2500,1
Scenario43,1,63.7818,57.5096,2500,2
Scenario43,2,62.0918,57.5977,0,1
Scenario43,2,64.4829,60.9959,0,2
Scenario43,2,60.2994,51.4338,500,1
Scenario43,2,63.1684,57.7115,500,2
Scenario43,2,56.1552,39.9156,1000,1
Scenario43,2,57.8772,47.2976,1000,2
Scenario43,2,55.331,34.312,1500,1
Scenario43,2,61.2055,49.5422,1500,2
Scenario43,2,58.916,45.2412,2000,1
Scenario43,2,62.9607,56.807,2000,2
Scenario43,2,60.2656,45.6885,2500,1
Scenario43,2,63.647,61.031,2500,2
Scenario43,3,62.1515,57.8086,0,1
Scenario43,3,64.6693,61.16,0,2
Scenario43,3,59.8898,43.9559,500,1
Scenario43,3,63.1287,57.8692,500,2
Scenario43,3,55.1362,21.4945,1000,1
Scenario43,3,57.1539,41.9487,1000,2
Scenario43,3,54.7328,26.2607,1500,1
Scenario43,3,60.8637,26.3152,1500,2
Scenario43,3,58.8091,38.5403,2000,1
Scenario43,3,63.0306,57.3619,2000,2
Scenario43,3,60.474,44.548,2500,1
Scenario43,3,63.6462,61.3497,2500,2
Scenario43,4,61.8508,51.4586,0,1
Scenario43,4,64.7881,61.6877,0,2
Scenario43,4,58.249,34.7563,500,1
Scenario43,4,62.677,52.5024,500,2
Scenario43,4,53.2361,35.1944,1000,1
Scenario43,4,54.8785,40.4976,1000,2
Scenario43,4,53.702,31.4506,1500,1
Scenario43,4,60.1793,37.3591,1500,2
Scenario43,4,58.1027,43.567,2000,1
Scenario43,4,62.4943,55.437,2000,2
Scenario43,4,59.748,49.1694,2500,1
Scenario43,4,63.4384,58.8273,2500,2
Scenario43,5,62.1295,58.0537,0,1
Scenario43,5,64.7755,59.7796,0,2
Scenario43,5,60.2583,52.3177,500,1
Scenario43,5,63.2495,59.0927,500,2
Scenario43,5,55.8748,39.4334,1000,1
Scenario43,5,57.4759,46.318,1000,2
Scenario43,5,54.5545,32.1008,1500,1
Scenario43,5,61.1176,46.6102,1500,2
Scenario43,5,58.712,45.5502,2000,1
Scenario43,5,62.8248,56.714,2000,2
Scenario43,5,60.1642,46.4552,2500,1
Scenario43,5,63.3673,58.4605,2500,2
Scenario44,1,64.0901,61.2105,0,1
Scenario44,1,64.4301,62.4317,0,2
Scenario44,1,60.8235,36.0368,500,1
Scenario44,1,63.2337,59.3988,500,2
Scenario44,1,57.7052,34.3021,1000,1
Scenario44,1,58.5057,48.6696,1000,2
Scenario44,1,60.1582,43.72,1500,1
Scenario44,1,63.0045,54.7986,1500,2
Scenario44,1,61.1044,48.4527,2000,1
Scenario44,1,64.1233,59.4384,2000,2
Scenario44,1,60.16,50.991,2500,1
Scenario44,1,63.8647,55.9548,2500,2
Scenario44,1,57.1449,33.556,3000,1
Scenario44,1,63.3784,39.031,3000,2
Scenario44,1,59.5612,46.3311,3500,1
Scenario44,1,63.3353,52.5201,3500,2
Scenario44,1,60.8446,50.5946,4000,1
Scenario44,1,63.5892,59.992,4000,2
Scenario44,1,61.6848,52.5218,4500,1
Scenario44,1,63.9886,61.3336,4500,2
Scenario44,2,63.8437,60.7638,0,1
Scenario44,2,64.0817,61.5427,0,2
Scenario44,2,61.4029,51.2318,500,1
Scenario44,2,62.9592,58.3686,500,2
Scenario44,2,58.2717,39.3259,1000,1
Scenario44,2,59.0333,50.876,1000,2
Scenario44,2,60.15,43.1328,1500,1
Scenario44,2,63.0937,55.8774,1500,2
Scenario44,2,60.7777,44.1615,2000,1
Scenario44,2,64.259,59.8826,2000,2
Scenario44,2,59.8864,46.3546,2500,1
Scenario44,2,64.2147,61.1306,2500,2
Scenario44,2,57.9053,43.3863,3000,1
Scenario44,2,63.9074,53.075,3000,2
Scenario44,2,59.754,51.0067,3500,1
Scenario44,2,63.6669,58.196,3500,2
Scenario44,2,61.0015,54.5603,4000,1
Scenario44,2,63.6025,60.0534,4000,2
Scenario44,2,61.8276,57.1381,4500,1
Scenario44,2,63.941,60.6742,4500,2
Scenario44,3,63.8299,61.2349,0,1
Scenario44,3,64.4063,62.3333,0,2
Scenario44,3,61.488,51.4878,500,1
Scenario44,3,63.1145,57.0177,500,2
Scenario44,3,58.3166,42.5205,1000,1
Scenario44,3,58.8861,42.737,1000,2
Scenario44,3,60.2185,46.8827,1500,1
Scenario44,3,63.2521,58.2154,1500,2
Scenario44,3,60.9423,50.1909,2000,1
Scenario44,3,64.2082,61.0683,2000,2
Scenario44,3,59.6566,51.0259,2500,1
Scenario44,3,63.8549,57.3089,2500,2
Scenario44,3,56.0892,40.6204,3000,1
Scenario44,3,63.0118,45.2019,3000,2
Scenario44,3,58.6815,46.9906,3500,1
Scenario44,3,63.2202,54.2485,3500,2
Scenario44,3,60.2658,50.0768,4000,1
Scenario44,3,63.5868,61.6175,4000,2
Scenario44,3,61.3749,53.6489,4500,1
Scenario44,3,63.9334,61.6457,4500,2
Scenario44,4,63.9919,61.8098,0,1
Scenario44,4,64.4905,62.6271,0,2
Scenario44,4,60.7934,53.0509,500,1
Scenario44,4,62.964,59.3931,500,2
Scenario44,4,56.5769,44.5624,1000,1
Scenario44,4,56.9819,46.0393,1000,2
Scenario44,4,59.7289,50.6691,1500,1
Scenario44,4,62.3582,54.5247,1500,2
Scenario44,4,60.8875,54.1164,2000,1
Scenario44,4,63.8923,57.978,2000,2
Scenario44,4,60.13,54.4079,2500,1
Scenario44,4,63.7334,56.5976,2500,2
Scenario44,4,57.9071,44.2728,3000,1
Scenario44,4,62.7332,40.3207,3000,2
Scenario44,4,60.1738,51.7859,3500,1
Scenario44,4,62.8457,55.9397,3500,2
Scenario44,4,61.3474,55.3398,4000,1
Scenario44,4,62.9183,56.9528,4000,2
Scenario44,4,62.1361,57.77,4500,1
Scenario44,4,63.4083,60.1467,4500,2
Scenario44,5,63.8425,61.2982,0,1
Scenario44,5,64.4618,62.1125,0,2
Scenario44,5,61.6786,58.856,500,1
Scenario44,5,63.3265,59.0903,500,2
Scenario44,5,58.7435,51.4313,1000,1
Scenario44,5,59.1892,50.2982,1000,2
Scenario44,5,60.5632,53.0257,1500,1
Scenario44,5,63.1567,57.719,1500,2
Scenario44,5,61.2094,52.6828,2000,1
Scenario44,5,64.2114,59.3758,2000,2
Scenario44,5,60.1386,50.5152,2500,1
Scenario44,5,64.0123,58.9265,2500,2
Scenario44,5,57.6072,34.6624,3000,1
Scenario44,5,63.4696,44.9514,3000,2
Scenario44,5,59.9541,49.6839,3500,1
Scenario44,5,63.3155,52.6915,3500,2
Scenario44,5,61.2613,54.1044,4000,1
Scenario44,5,63.5385,60.5427,4000,2
Scenario44,5,62.053,55.1995,4500,1
Scenario44,5,63.8345,60.713,4500,2
Scenario45,1,63.1538,56.5303,0,1
Scenario45,1,64.4587,60.6082,0,2
Scenario45,1,62.2404,58.4924,500,1
Scenario45,1,63.688,61.1147,500,2
Scenario45,1,59.6586,53.8297,1000,1
Scenario45,1,61.113,52.1966,1000,2
Scenario45,1,61.539,53.9555,1500,1
Scenario45,1,63.1456,57.5879,1500,2
Scenario45,1,63.0509,59.0257,2000,1
Scenario45,1,63.049,58.6717,2000,2
Scenario45,1,63.5376,59.6371,2500,1
Scenario45,1,63.0327,58.9687,2500,2
Scenario45,2,62.7606,58.9904,0,1
Scenario45,2,64.1327,60.7798,0,2
Scenario45,2,62.1766,60.163,500,1
Scenario45,2,63.222,59.2104,500,2
Scenario45,2,59.5201,56.5,1000,1
Scenario45,2,61.0689,55.8158,1000,2
Scenario45,2,61.5681,48.7305,1500,1
Scenario45,2,63.1225,59.4192,1500,2
Scenario45,2,63.1789,55.1776,2000,1
Scenario45,2,62.9927,59.7514,2000,2
Scenario45,2,63.3529,59.4781,2500,1
Scenario45,2,63.1778,58.4114,2500,2
Scenario45,3,62.87,60.1117,0,1
Scenario45,3,64.4583,61.8469,0,2
Scenario45,3,62.1072,56.7439,500,1
Scenario45,3,63.5752,52.3462,500,2
Scenario45,3,59.3753,51.7472,1000,1
Scenario45,3,60.9326,46.271,1000,2
Scenario45,3,61.3555,56.2405,1500,1
Scenario45,3,63.0056,57.5657,1500,2
Scenario45,3,63.1429,58.8418,2000,1
Scenario45,3,62.8449,58.2923,2000,2
Scenario45,3,63.4975,60.0984,2500,1
Scenario45,3,63.05,56.5394,2500,2
Scenario45,4,63.1459,61.0646,0,1
Scenario45,4,64.5868,61.6699,0,2
Scenario45,4,61.8388,57.1912,500,1
Scenario45,4,63.5796,60.0601,500,2
Scenario45,4,58.5137,50.6584,1000,1
Scenario45,4,59.9899,47.3226,1000,2
