Scenario_No,Run_No,dc_Avg_spd,dc_min_spd,pos,lane
Scenario26,4,63.9835,61.0817,2000,2
Scenario26,4,64.0511,61.7445,2500,1
Scenario26,4,63.6641,60.8253,2500,2
Scenario26,4,63.5698,60.0829,3000,1
Scenario26,4,62.6228,58.9585,3000,2
Scenario26,4,64.2844,60.515,3500,1
Scenario26,4,63.8347,61.213,3500,2
Scenario26,4,62.7074,60.1688,4000,1
Scenario26,4,63.4676,59.8087,4000,2
Scenario26,4,60.8808,51.4567,4500,1
Scenario26,4,61.9714,50.4249,4500,2
Scenario26,5,62.816,59.6754,0,1
Scenario26,5,63.2597,59.7083,0,2
Scenario26,5,63.3208,59.6975,500,1
Scenario26,5,63.9214,61.686,500,2
Scenario26,5,63.8651,60.0153,1000,1
Scenario26,5,64.155,61.8857,1000,2
Scenario26,5,63.8598,61.2536,1500,1
Scenario26,5,63.867,61.1139,1500,2
Scenario26,5,64.0584,62.1356,2000,1
Scenario26,5,63.8104,61.1836,2000,2
Scenario26,5,63.8462,61.9112,2500,1
Scenario26,5,63.4891,60.4316,2500,2
Scenario26,5,63.2497,60.3561,3000,1
Scenario26,5,62.6856,59.3296,3000,2
Scenario26,5,64.3583,61.361,3500,1
Scenario26,5,63.9598,62.1961,3500,2
Scenario26,5,62.7844,59.4705,4000,1
Scenario26,5,63.5728,61.244,4000,2
Scenario26,5,61.3623,56.0261,4500,1
Scenario26,5,62.3327,56.1917,4500,2
Scenario27,1,63.1278,59.6324,0,1
Scenario27,1,62.8277,60.563,0,2
Scenario27,1,63.5588,60.8204,500,1
Scenario27,1,63.251,61.0778,500,2
Scenario27,1,63.8706,62.0904,1000,1
Scenario27,1,63.8536,61.9294,1000,2
Scenario27,1,62.2578,56.8442,1500,1
Scenario27,1,63.3927,60.6667,1500,2
Scenario27,1,62.586,51.6727,2000,1
Scenario27,1,63.1663,54.0919,2000,2
Scenario27,1,60.6547,25.4341,2500,1
Scenario27,1,61.2414,22.5745,2500,2
Scenario27,2,62.7903,59.74,0,1
Scenario27,2,62.862,58.801,0,2
Scenario27,2,63.2527,60.806,500,1
Scenario27,2,63.1576,60.4702,500,2
Scenario27,2,63.6837,60.9912,1000,1
Scenario27,2,63.8783,61.8103,1000,2
Scenario27,2,61.7299,52.7228,1500,1
Scenario27,2,63.2923,59.2067,1500,2
Scenario27,2,62.6866,59.9083,2000,1
Scenario27,2,63.163,61.291,2000,2
Scenario27,2,61.5254,55.7733,2500,1
Scenario27,2,62.0403,54.6483,2500,2
Scenario27,3,62.8214,58.2231,0,1
Scenario27,3,62.6727,57.9274,0,2
Scenario27,3,63.2528,59.4382,500,1
Scenario27,3,63.1581,59,500,2
Scenario27,3,63.7621,61.1152,1000,1
Scenario27,3,63.8544,61.0233,1000,2
Scenario27,3,61.9518,56.5331,1500,1
Scenario27,3,63.0593,59.4603,1500,2
Scenario27,3,62.0837,55.1135,2000,1
Scenario27,3,62.5371,51.7474,2000,2
Scenario27,3,57.9522,25.5303,2500,1
Scenario27,3,59.0209,23.6441,2500,2
Scenario27,4,62.9719,59.186,0,1
Scenario27,4,63.0834,60.3697,0,2
Scenario27,4,63.3311,60.4017,500,1
Scenario27,4,63.39,59.9071,500,2
Scenario27,4,63.5225,60.5381,1000,1
Scenario27,4,63.9603,61.0325,1000,2
Scenario27,4,61.1146,55.8314,1500,1
Scenario27,4,63.2486,60.3662,1500,2
Scenario27,4,62.2459,58.372,2000,1
Scenario27,4,63.1019,60.0083,2000,2
Scenario27,4,60.6691,48.6517,2500,1
Scenario27,4,61.4236,46.635,2500,2
Scenario27,5,62.5793,58.8767,0,1
Scenario27,5,62.83,58.5262,0,2
Scenario27,5,63.185,59.8186,500,1
Scenario27,5,63.3093,59.6897,500,2
Scenario27,5,63.4188,61.3175,1000,1
Scenario27,5,63.9221,60.9226,1000,2
Scenario27,5,61.3173,52.3236,1500,1
Scenario27,5,63.293,60.4206,1500,2
Scenario27,5,62.4593,58.9031,2000,1
Scenario27,5,63.0299,58.1473,2000,2
Scenario27,5,60.1131,40.0417,2500,1
Scenario27,5,60.8901,37.3574,2500,2
Scenario28,1,63.1276,59.6315,0,1
Scenario28,1,62.8278,60.5636,0,2
Scenario28,1,63.6344,60.9923,500,1
Scenario28,1,63.3364,61.1826,500,2
Scenario28,1,64.0759,62.2596,1000,1
Scenario28,1,63.8783,61.9395,1000,2
Scenario28,1,63.8282,61.1058,1500,1
Scenario28,1,63.723,62.2908,1500,2
Scenario28,1,64.0034,62.1465,2000,1
Scenario28,1,63.7563,62.1935,2000,2
Scenario28,1,63.5208,61.424,2500,1
Scenario28,1,63.3487,61.7797,2500,2
Scenario28,1,62.4146,59.7044,3000,1
Scenario28,1,62.2388,58.5664,3000,2
Scenario28,1,63.831,61.4644,3500,1
Scenario28,1,63.566,60.5799,3500,2
Scenario28,1,62.6482,54.5056,4000,1
Scenario28,1,63.0274,55.4978,4000,2
Scenario28,1,59.7876,27.4502,4500,1
Scenario28,1,60.4623,29.8899,4500,2
Scenario28,2,62.7879,59.7332,0,1
Scenario28,2,62.8588,58.8262,0,2
Scenario28,2,63.3463,60.9282,500,1
Scenario28,2,63.242,60.6182,500,2
Scenario28,2,63.8761,61.7911,1000,1
Scenario28,2,63.8871,61.8185,1000,2
Scenario28,2,63.6892,61.6492,1500,1
Scenario28,2,63.691,61.0764,1500,2
Scenario28,2,63.714,62.2329,2000,1
Scenario28,2,63.7605,62.1054,2000,2
Scenario28,2,63.3724,61.5439,2500,1
Scenario28,2,63.3762,61.7069,2500,2
Scenario28,2,62.2585,59.4083,3000,1
Scenario28,2,62.225,59.5368,3000,2
Scenario28,2,63.751,61.3801,3500,1
Scenario28,2,63.6098,61.3981,3500,2
Scenario28,2,62.8472,61.4951,4000,1
Scenario28,2,63.1642,61.1019,4000,2
Scenario28,2,60.8311,50.2442,4500,1
Scenario28,2,61.6427,52.8742,4500,2
Scenario28,3,62.819,58.2276,0,1
Scenario28,3,62.6708,57.9006,0,2
Scenario28,3,63.3449,59.6028,500,1
Scenario28,3,63.252,59.1813,500,2
Scenario28,3,64.0128,61.0809,1000,1
Scenario28,3,63.8805,61.0175,1000,2
Scenario28,3,63.8641,60.9805,1500,1
Scenario28,3,63.5895,61.4063,1500,2
Scenario28,3,63.9575,60.8843,2000,1
Scenario28,3,63.7062,61.6387,2000,2
Scenario28,3,63.547,61.0477,2500,1
Scenario28,3,63.2727,61.2694,2500,2
Scenario28,3,62.2961,58.6257,3000,1
Scenario28,3,61.9591,58.9529,3000,2
Scenario28,3,63.6978,61.3158,3500,1
Scenario28,3,63.4272,61.0079,3500,2
Scenario28,3,62.8278,59.8414,4000,1
Scenario28,3,63.0049,60.8887,4000,2
Scenario28,3,59.8337,38.3917,4500,1
Scenario28,3,60.4924,40.3764,4500,2
Scenario28,4,62.9732,59.2281,0,1
Scenario28,4,63.0832,60.3711,0,2
Scenario28,4,63.4235,60.5485,500,1
Scenario28,4,63.4708,60.0187,500,2
Scenario28,4,63.93,60.7403,1000,1
Scenario28,4,63.9867,61.0168,1000,2
Scenario28,4,63.7993,60.7082,1500,1
Scenario28,4,63.7065,61.0076,1500,2
Scenario28,4,63.8845,61.1549,2000,1
Scenario28,4,63.8605,61.5213,2000,2
Scenario28,4,63.5623,60.3912,2500,1
Scenario28,4,63.5145,61.1613,2500,2
Scenario28,4,62.5654,59.7018,3000,1
Scenario28,4,62.4315,59.0428,3000,2
Scenario28,4,63.8052,61.0002,3500,1
Scenario28,4,63.757,61.5295,3500,2
Scenario28,4,62.4969,58.0954,4000,1
Scenario28,4,63.0665,59.3353,4000,2
Scenario28,4,59.734,42.012,4500,1
Scenario28,4,60.1553,41.943,4500,2
Scenario28,5,62.5837,58.9324,0,1
Scenario28,5,62.8262,58.5544,0,2
Scenario28,5,63.2602,59.9485,500,1
Scenario28,5,63.3957,59.8137,500,2
Scenario28,5,63.7722,61.8322,1000,1
Scenario28,5,63.9444,60.9188,1000,2
Scenario28,5,63.5548,61.8601,1500,1
Scenario28,5,63.8373,60.7724,1500,2
Scenario28,5,63.6309,61.862,2000,1
Scenario28,5,63.8237,60.8,2000,2
Scenario28,5,63.3843,61.0139,2500,1
Scenario28,5,63.4848,61.1804,2500,2
Scenario28,5,62.2423,59.5751,3000,1
Scenario28,5,62.504,59.3347,3000,2
Scenario28,5,63.6769,61.7406,3500,1
Scenario28,5,63.7493,61.0369,3500,2
Scenario28,5,62.6757,59.9028,4000,1
Scenario28,5,63.376,60.9562,4000,2
Scenario28,5,60.7684,50.4217,4500,1
Scenario28,5,61.5453,51.6517,4500,2
Scenario29,1,63.0344,57.7021,0,1
Scenario29,1,62.9603,58.3232,0,2
Scenario29,1,63.523,59.5224,500,1
Scenario29,1,63.2642,58.4657,500,2
Scenario29,1,63.8869,61.1641,1000,1
Scenario29,1,63.8742,61.1503,1000,2
Scenario29,1,62.1455,53.527,1500,1
Scenario29,1,63.4543,61.2256,1500,2
Scenario29,1,62.6194,54.239,2000,1
Scenario29,1,63.0675,55.5011,2000,2
Scenario29,1,59.5384,22.9773,2500,1
Scenario29,1,59.965,23.7267,2500,2
Scenario29,2,62.8384,59.6642,0,1
Scenario29,2,62.7625,58.801,0,2
Scenario29,2,63.2954,61.3735,500,1
Scenario29,2,63.243,60.4702,500,2
Scenario29,2,63.7773,61.3851,1000,1
Scenario29,2,63.8382,61.6412,1000,2
Scenario29,2,61.9912,56.9637,1500,1
Scenario29,2,63.2253,59.2067,1500,2
Scenario29,2,62.7605,60.1163,2000,1
Scenario29,2,63.1012,60.1363,2000,2
Scenario29,2,61.1097,41.3027,2500,1
Scenario29,2,61.4097,40.3107,2500,2
Scenario29,3,62.7161,57.2713,0,1
Scenario29,3,62.7389,57.9274,0,2
Scenario29,3,63.2363,58.4319,500,1
Scenario29,3,63.1786,58.5017,500,2
Scenario29,3,63.7844,60.1657,1000,1
Scenario29,3,63.8428,61.0233,1000,2
Scenario29,3,62.0164,56.534,1500,1
Scenario29,3,63.2188,60.0256,1500,2
Scenario29,3,62.6357,56.1153,2000,1
Scenario29,3,63.08,55.924,2000,2
Scenario29,3,60.1389,28.8696,2500,1
Scenario29,3,61.0378,25.4507,2500,2
Scenario29,4,63.0207,58.9543,0,1
Scenario29,4,63.0236,59.6594,0,2
Scenario29,4,63.5051,60.7606,500,1
Scenario29,4,63.3894,60.5117,500,2
Scenario29,4,63.5935,61.3021,1000,1
Scenario29,4,63.9627,60.6071,1000,2
Scenario29,4,61.3008,57.8354,1500,1
Scenario29,4,63.2562,60.2173,1500,2
Scenario29,4,62.3373,59.3269,2000,1
Scenario29,4,63.1402,60.2616,2000,2
Scenario29,4,60.7202,48.4186,2500,1
Scenario29,4,61.5525,45.8321,2500,2
Scenario29,5,62.6367,58.6888,0,1
Scenario29,5,62.8472,59.3884,0,2
Scenario29,5,63.2227,60.2135,500,1
Scenario29,5,63.2991,59.2003,500,2
Scenario29,5,63.5489,61.3389,1000,1
Scenario29,5,63.8824,60.8797,1000,2
Scenario29,5,61.3939,53.0686,1500,1
Scenario29,5,63.3705,59.5714,1500,2
Scenario29,5,62.6032,58.6415,2000,1
Scenario29,5,63.2234,61.1688,2000,2
Scenario29,5,61.0579,51.8573,2500,1
Scenario29,5,61.9889,52.9499,2500,2
Scenario30,1,63.0428,57.6794,0,1
Scenario30,1,62.9538,58.329,0,2
Scenario30,1,63.6096,59.7536,500,1
Scenario30,1,63.3456,58.5838,500,2
Scenario30,1,64.1092,61.1471,1000,1
Scenario30,1,63.8908,61.1793,1000,2
Scenario30,1,63.8784,60.8451,1500,1
Scenario30,1,63.7861,61.9816,1500,2
Scenario30,1,63.9895,61.9726,2000,1
Scenario30,1,63.8465,61.7535,2000,2
Scenario30,1,63.5295,61.9435,2500,1
Scenario30,1,63.3853,60.9882,2500,2
Scenario30,1,62.5398,59.4001,3000,1
Scenario30,1,62.262,59.9357,3000,2
Scenario30,1,63.8016,61.9027,3500,1
Scenario30,1,63.6246,61.0648,3500,2
Scenario30,1,62.8639,56.1782,4000,1
Scenario30,1,63.1793,55.9061,4000,2
Scenario30,1,60.4895,32.406,4500,1
Scenario30,1,60.8176,26.3862,4500,2
Scenario30,2,62.8342,59.6717,0,1
Scenario30,2,62.7621,58.8262,0,2
Scenario30,2,63.3936,61.4759,500,1
Scenario30,2,63.3235,60.6182,500,2
Scenario30,2,63.9964,62.3764,1000,1
Scenario30,2,63.8355,61.6424,1000,2
Scenario30,2,63.8264,61.6492,1500,1
Scenario30,2,63.6466,61.0764,1500,2
Scenario30,2,63.8565,62.2329,2000,1
Scenario30,2,63.7064,61.7156,2000,2
Scenario30,2,63.4572,61.6128,2500,1
Scenario30,2,63.3368,61.4092,2500,2
Scenario30,2,62.3376,60.1498,3000,1
Scenario30,2,62.0952,59.6954,3000,2
Scenario30,2,63.8541,62.0336,3500,1
Scenario30,2,63.49,61.3981,3500,2
Scenario30,2,62.9867,61.3241,4000,1
Scenario30,2,63.1644,61.5247,4000,2
Scenario30,2,61.2496,55.8456,4500,1
Scenario30,2,61.834,54.6133,4500,2
Scenario30,3,62.7137,57.2139,0,1
Scenario30,3,62.7396,57.9006,0,2
Scenario30,3,63.3348,58.6148,500,1
Scenario30,3,63.2668,58.6132,500,2
Scenario30,3,64.0207,60.3706,1000,1
Scenario30,3,63.8482,61.0175,1000,2
Scenario30,3,63.9053,60.7436,1500,1
Scenario30,3,63.6259,61.4063,1500,2
Scenario30,3,63.9952,61.4602,2000,1
Scenario30,3,63.7299,61.5434,2000,2
Scenario30,3,63.4902,60.4763,2500,1
Scenario30,3,63.2949,60.9794,2500,2
Scenario30,3,62.2001,58.0841,3000,1
Scenario30,3,61.9795,58.1871,3000,2
Scenario30,3,63.744,61.4803,3500,1
Scenario30,3,63.4491,61.221,3500,2
Scenario30,3,62.853,60.24,4000,1
Scenario30,3,63.0993,59.8214,4000,2
Scenario30,3,60.1073,40.5075,4500,1
Scenario30,3,60.9442,41.8846,4500,2
Scenario30,4,63.0204,58.9787,0,1
Scenario30,4,63.0207,59.6744,0,2
Scenario30,4,63.5837,60.8084,500,1
Scenario30,4,63.464,60.6159,500,2
Scenario30,4,64.0421,61.3166,1000,1
Scenario30,4,63.9991,60.5858,1000,2
Scenario30,4,63.8265,62.2086,1500,1
Scenario30,4,63.7831,61.0076,1500,2
Scenario30,4,63.9248,62.0043,2000,1
Scenario30,4,63.8959,61.8533,2000,2
Scenario30,4,63.5928,61.1397,2500,1
Scenario30,4,63.5421,61.636,2500,2
Scenario30,4,62.6104,58.9194,3000,1
Scenario30,4,62.3448,59.6518,3000,2
Scenario30,4,63.8224,61.0101,3500,1
Scenario30,4,63.7195,61.4497,3500,2
Scenario30,4,62.485,60.0679,4000,1
Scenario30,4,63.0428,57.0665,4000,2
Scenario30,4,59.3757,39.165,4500,1
Scenario30,4,60.0583,38.2403,4500,2
Scenario30,5,62.642,58.6821,0,1
Scenario30,5,62.8478,59.3682,0,2
Scenario30,5,63.3195,60.7113,500,1
Scenario30,5,63.375,59.3223,500,2
Scenario30,5,63.8325,61.8322,1000,1
Scenario30,5,63.9086,60.8793,1000,2
Scenario30,5,63.6451,61.9244,1500,1
Scenario30,5,63.8566,60.7774,1500,2
Scenario30,5,63.6846,61.8482,2000,1
Scenario30,5,63.8695,61.2621,2000,2
Scenario30,5,63.357,61.0489,2500,1
Scenario30,5,63.5838,60.9331,2500,2
Scenario30,5,62.3973,59.3705,3000,1
Scenario30,5,62.5515,60.1671,3000,2
Scenario30,5,63.8147,62.3098,3500,1
Scenario30,5,63.8027,61.7458,3500,2
Scenario30,5,62.6302,60.7773,4000,1
Scenario30,5,63.4957,61.6018,4000,2
Scenario30,5,60.6066,50.7783,4500,1
Scenario30,5,61.7724,50.0722,4500,2
Scenario31,1,63.0258,58.4699,0,1
Scenario31,1,62.9762,59.2652,0,2
Scenario31,1,63.4987,59.8607,500,1
Scenario31,1,63.5828,60.9428,500,2
Scenario31,1,63.807,61.2388,1000,1
Scenario31,1,64.1515,62.1462,1000,2
Scenario31,1,61.9905,56.4856,1500,1
Scenario31,1,63.5827,59.9297,1500,2
Scenario31,1,62.7034,58.8043,2000,1
Scenario31,1,63.3235,59.2589,2000,2
Scenario31,1,60.6414,36.3291,2500,1
Scenario31,1,61.5133,35.8555,2500,2
Scenario31,2,62.9667,60.5768,0,1
Scenario31,2,62.925,59.7532,0,2
Scenario31,2,63.3334,61.2106,500,1
Scenario31,2,63.4689,59.4626,500,2
Scenario31,2,63.7691,61.5436,1000,1
Scenario31,2,63.8996,59.8956,1000,2
Scenario31,2,61.9674,53.1995,1500,1
Scenario31,2,63.3392,58.3809,1500,2
Scenario31,2,62.8796,57.3544,2000,1
Scenario31,2,63.4053,60.8456,2000,2
Scenario31,2,61.4917,55.0151,2500,1
Scenario31,2,62.5582,59.6638,2500,2
Scenario31,3,62.9428,59.0902,0,1
Scenario31,3,62.8395,59.036,0,2
Scenario31,3,63.3926,61.1646,500,1
Scenario31,3,63.292,60.8644,500,2
Scenario31,3,63.7449,61.6266,1000,1
Scenario31,3,63.9731,61.0832,1000,2
Scenario31,3,62.0903,57.616,1500,1
Scenario31,3,63.2782,55.3196,1500,2
Scenario31,3,62.5924,58.0825,2000,1
Scenario31,3,63.1666,57.7309,2000,2
Scenario31,3,59.9834,29.1704,2500,1
Scenario31,3,60.9621,34.4341,2500,2
Scenario31,4,62.9906,57.1196,0,1
Scenario31,4,63.125,60.4558,0,2
Scenario31,4,63.5149,60.0166,500,1
Scenario31,4,63.4749,59.7595,500,2
Scenario31,4,63.6628,60.7259,1000,1
Scenario31,4,64.0755,61.2323,1000,2
Scenario31,4,61.715,56.8899,1500,1
Scenario31,4,63.2919,59.6524,1500,2
Scenario31,4,62.4163,58.7433,2000,1
Scenario31,4,63.2866,59.9738,2000,2
Scenario31,4,60.8671,54.0561,2500,1
Scenario31,4,61.958,55.5237,2500,2
Scenario31,5,62.7021,59.0691,0,1
Scenario31,5,62.7055,59.5326,0,2
Scenario31,5,63.2967,60.3232,500,1
Scenario31,5,63.1624,59.3154,500,2
Scenario31,5,63.6651,60.684,1000,1
Scenario31,5,63.7937,61.1507,1000,2
Scenario31,5,61.4265,50.9925,1500,1
Scenario31,5,63.1599,56.1107,1500,2
Scenario31,5,62.2214,56.1992,2000,1
Scenario31,5,62.904,58.28,2000,2
Scenario31,5,60.0079,37.2947,2500,1
Scenario31,5,60.773,34.9871,2500,2
Scenario32,1,63.0285,58.4493,0,1
Scenario32,1,62.9886,59.2619,0,2
Scenario32,1,63.5654,60.0978,500,1
Scenario32,1,63.6595,61.0422,500,2
Scenario32,1,64.0412,61.2331,1000,1
Scenario32,1,64.1597,62.1283,1000,2
Scenario32,1,63.8689,61.073,1500,1
Scenario32,1,63.9377,61.6083,1500,2
Scenario32,1,64.0376,62.1465,2000,1
Scenario32,1,63.9915,61.9502,2000,2
Scenario32,1,63.5353,61.424,2500,1
Scenario32,1,63.5166,61.5154,2500,2
Scenario32,1,62.5349,60.4221,3000,1
Scenario32,1,62.3655,59.9235,3000,2
Scenario32,1,63.8337,61.8797,3500,1
Scenario32,1,63.7325,61.0539,3500,2
Scenario32,1,62.7235,54.843,4000,1
Scenario32,1,63.1747,56.0832,4000,2
Scenario32,1,60.3162,33.58,4500,1
Scenario32,1,60.7206,29.4139,4500,2
Scenario32,2,62.9647,60.5724,0,1
Scenario32,2,62.9246,59.7748,0,2
Scenario32,2,63.4269,61.3515,500,1
Scenario32,2,63.5456,59.5382,500,2
Scenario32,2,63.9897,61.895,1000,1
Scenario32,2,63.9064,59.9021,1000,2
Scenario32,2,63.9075,61.4994,1500,1
Scenario32,2,63.7096,59.6515,1500,2
Scenario32,2,63.9107,61.6644,2000,1
Scenario32,2,63.7858,60.837,2000,2
Scenario32,2,63.5065,61.1296,2500,1
Scenario32,2,63.4389,60.0044,2500,2
Scenario32,2,62.4673,59.9203,3000,1
Scenario32,2,62.2932,59.8327,3000,2
Scenario32,2,63.8759,61.5517,3500,1
Scenario32,2,63.6441,61.2261,3500,2
Scenario32,2,62.991,61.103,4000,1
Scenario32,2,63.3323,61.2226,4000,2
Scenario32,2,61.2984,56.352,4500,1
Scenario32,2,62.1738,56.6948,4500,2
Scenario32,3,62.9398,59.1278,0,1
Scenario32,3,62.8523,59.0711,0,2
Scenario32,3,63.4836,61.2531,500,1
Scenario32,3,63.372,60.8479,500,2
Scenario32,3,64.0024,61.6184,1000,1
Scenario32,3,63.9765,61.063,1000,2
Scenario32,3,63.9193,62.2182,1500,1
Scenario32,3,63.7704,61.5268,1500,2
Scenario32,3,63.9725,62.0727,2000,1
Scenario32,3,63.8916,61.5755,2000,2
Scenario32,3,63.4917,61.319,2500,1
Scenario32,3,63.4013,61.0904,2500,2
Scenario32,3,62.2194,59.1465,3000,1
Scenario32,3,62.0288,58.9123,3000,2
Scenario32,3,63.6431,60.6892,3500,1
Scenario32,3,63.6215,60.9761,3500,2
Scenario32,3,62.7128,58.4054,4000,1
Scenario32,3,63.0963,59.6251,4000,2
Scenario32,3,59.7733,34.5327,4500,1
Scenario32,3,60.6146,34.001,4500,2
Scenario32,4,62.988,57.1523,0,1
Scenario32,4,63.1244,60.4473,0,2
Scenario32,4,63.601,60.0767,500,1
Scenario32,4,63.5508,59.8927,500,2
Scenario32,4,64.0672,60.7627,1000,1
Scenario32,4,64.0911,61.2251,1000,2
Scenario32,4,64.0047,61.7533,1500,1
Scenario32,4,63.8282,61.0076,1500,2
Scenario32,4,64.1007,62.0111,2000,1
Scenario32,4,63.9307,62.1034,2000,2
Scenario32,4,63.7136,60.8462,2500,1
Scenario32,4,63.4812,61.6327,2500,2
Scenario32,4,62.6302,58.241,3000,1
Scenario32,4,62.2906,59.3637,3000,2
Scenario32,4,63.835,60.7446,3500,1
Scenario32,4,63.6544,60.695,3500,2
Scenario32,4,62.4563,57.2964,4000,1
Scenario32,4,63.0626,59.1748,4000,2
Scenario32,4,59.2452,44.9554,4500,1
Scenario32,4,59.6273,41.7183,4500,2
Scenario32,5,62.7134,59.0013,0,1
Scenario32,5,62.6993,59.5715,0,2
Scenario32,5,63.405,60.7509,500,1
Scenario32,5,63.2396,59.0308,500,2
Scenario32,5,64.0026,61.3019,1000,1
Scenario32,5,63.8277,61.143,1000,2
Scenario32,5,63.9114,61.8825,1500,1
Scenario32,5,63.6932,61.0455,1500,2
Scenario32,5,63.8892,62.4162,2000,1
Scenario32,5,63.7934,61.7673,2000,2
Scenario32,5,63.5112,61.5677,2500,1
Scenario32,5,63.3634,60.6481,2500,2
Scenario32,5,62.4085,58.6176,3000,1
Scenario32,5,62.2358,59.4599,3000,2
Scenario32,5,63.8315,61.0981,3500,1
Scenario32,5,63.5907,61.6946,3500,2
Scenario32,5,62.6962,59.6882,4000,1
Scenario32,5,63.325,61.1963,4000,2
Scenario32,5,60.1527,47.5043,4500,1
Scenario32,5,61.2795,47.5676,4500,2
Scenario33,1,63.2854,59.4671,0,1
Scenario33,1,63.1459,60.4829,0,2
Scenario33,1,63.7029,61.1769,500,1
Scenario33,1,63.5013,60.0881,500,2
Scenario33,1,63.8892,61.6573,1000,1
Scenario33,1,64.1352,61.6646,1000,2
Scenario33,1,62.1142,56.6712,1500,1
Scenario33,1,63.6403,58.8771,1500,2
Scenario33,1,62.6917,58.2955,2000,1
Scenario33,1,63.4821,59.6131,2000,2
Scenario33,1,60.8382,38.9471,2500,1
Scenario33,1,62.1477,47.0581,2500,2
Scenario33,2,63.1259,59.8668,0,1
Scenario33,2,62.9926,59.1722,0,2
Scenario33,2,63.4963,61.3399,500,1
Scenario33,2,63.3554,60.5306,500,2
Scenario33,2,63.859,61.4646,1000,1
Scenario33,2,63.928,62.0853,1000,2
Scenario33,2,62.1173,57.2595,1500,1
Scenario33,2,63.3594,59.6909,1500,2
Scenario33,2,62.6605,59.0112,2000,1
Scenario33,2,63.1198,59.3815,2000,2
Scenario33,2,60.5398,36.0772,2500,1
Scenario33,2,61.3232,33.7754,2500,2
Scenario33,3,62.733,58.6115,0,1
Scenario33,3,62.9629,59.343,0,2
Scenario33,3,63.2682,60.5679,500,1
Scenario33,3,63.4715,60.5658,500,2
Scenario33,3,63.7332,61.7884,1000,1
Scenario33,3,64.0895,61.148,1000,2
Scenario33,3,62.0953,57.2198,1500,1
Scenario33,3,63.3495,55.3277,1500,2
Scenario33,3,62.2306,49.3834,2000,1
Scenario33,3,62.8994,57.953,2000,2
Scenario33,3,59.0944,28.9158,2500,1
Scenario33,3,60.047,25.4351,2500,2
Scenario33,4,62.9744,59.5909,0,1
Scenario33,4,63.3191,60.2878,0,2
Scenario33,4,63.3839,60.7065,500,1
Scenario33,4,63.825,60.5641,500,2
Scenario33,4,63.6823,60.5727,1000,1
Scenario33,4,64.3398,61.876,1000,2
Scenario33,4,61.4684,55.2944,1500,1
Scenario33,4,63.5975,60.6493,1500,2
Scenario33,4,62.0982,56.7983,2000,1
Scenario33,4,63.3711,59.9593,2000,2
Scenario33,4,59.8078,38.6304,2500,1
Scenario33,4,61.3281,43.8118,2500,2
Scenario33,5,63.296,59.6965,0,1
Scenario33,5,62.966,60.1458,0,2
Scenario33,5,63.7657,60.1315,500,1
Scenario33,5,63.3938,60.7033,500,2
Scenario33,5,64.0285,61.6082,1000,1
Scenario33,5,63.8659,61.2861,1000,2
Scenario33,5,61.8212,53.6018,1500,1
Scenario33,5,63.2958,56.8312,1500,2
Scenario33,5,62.5843,55.0742,2000,1
Scenario33,5,63.0106,56.4546,2000,2
Scenario33,5,60.8405,39.1513,2500,1
Scenario33,5,61.3963,39.0492,2500,2
Scenario34,1,63.2843,59.5285,0,1
Scenario34,1,63.1412,60.4696,0,2
Scenario34,1,63.7843,61.266,500,1
Scenario34,1,63.5841,60.2486,500,2
Scenario34,1,64.1502,61.4279,1000,1
Scenario34,1,64.1615,61.647,1000,2
Scenario34,1,64.0555,60.7902,1500,1
Scenario34,1,63.9572,61.3298,1500,2
Scenario34,1,64.0769,61.6581,2000,1
Scenario34,1,64.0694,62.2515,2000,2
Scenario34,1,63.5153,60.9197,2500,1
Scenario34,1,63.5258,61.3614,2500,2
Scenario34,1,62.3166,58.9188,3000,1
Scenario34,1,62.2066,59.3443,3000,2
Scenario34,1,63.6685,60.397,3500,1
Scenario34,1,63.5923,60.7085,3500,2
Scenario34,1,62.6684,59.6105,4000,1
Scenario34,1,63.1566,58.1765,4000,2
Scenario34,1,60.3317,47.8866,4500,1
Scenario34,1,61.3714,51.0358,4500,2
Scenario34,2,63.1263,59.8834,0,1
Scenario34,2,62.9887,59.1719,0,2
Scenario34,2,63.5936,61.4058,500,1
Scenario34,2,63.433,60.633,500,2
Scenario34,2,64.0826,62.5311,1000,1
Scenario34,2,63.9397,62.2167,1000,2
Scenario34,2,63.9615,61.3346,1500,1
Scenario34,2,63.8118,61.9339,1500,2
Scenario34,2,64.0436,61.8845,2000,1
Scenario34,2,63.8623,61.6659,2000,2
Scenario34,2,63.5202,60.8607,2500,1
Scenario34,2,63.3705,61.6397,2500,2
Scenario34,2,62.3111,59.5304,3000,1
Scenario34,2,62.159,59.9809,3000,2
Scenario34,2,63.7259,61.1153,3500,1
Scenario34,2,63.47,60.9869,3500,2
Scenario34,2,62.6032,57.6169,4000,1
Scenario34,2,63.1243,59.9997,4000,2
Scenario34,2,60.2136,48.2406,4500,1
Scenario34,2,61.202,46.397,4500,2
Scenario34,3,62.7212,58.5617,0,1
Scenario34,3,62.9712,59.2336,0,2
Scenario34,3,63.3817,60.6247,500,1
Scenario34,3,63.5343,60.6572,500,2
Scenario34,3,63.9992,61.793,1000,1
Scenario34,3,64.1008,61.1362,1000,2
Scenario34,3,63.9028,62.3218,1500,1
Scenario34,3,63.874,60.5625,1500,2
